request_id,zone,breakdown_type,mechanic_id,proximity_km,specialization,spec_match,star_rating,available,jobs_completed,best_mechanic_selected
205,Kawempe,Electrical Fault,MECH_205_5,11.58,Electrical Specialist,1,4.5,1,116,0
206,Kampala Central,Flat Tyre,MECH_206_1,0.68,Brakes Specialist,0,4.9,1,228,0
206,Kampala Central,Flat Tyre,MECH_206_2,3.21,Transmission Specialist,0,4.7,1,53,0
206,Kampala Central,Flat Tyre,MECH_206_3,5.31,Engine Specialist,0,3.6,1,231,0
206,Kampala Central,Flat Tyre,MECH_206_4,1.72,Tyre & Suspension,1,4.6,1,149,1
206,Kampala Central,Flat Tyre,MECH_206_5,4.66,Tyre & Suspension,1,4.1,1,162,0
207,Kampala Central,Flat Tyre,MECH_207_1,7.26,Electrical Specialist,0,4.5,1,23,0
207,Kampala Central,Flat Tyre,MECH_207_2,9.63,Tyre & Suspension,1,3.7,1,200,0
207,Kampala Central,Flat Tyre,MECH_207_3,9.45,Tyre & Suspension,1,3.9,0,117,0
207,Kampala Central,Flat Tyre,MECH_207_4,4.22,Tyre & Suspension,1,4.1,1,16,1
207,Kampala Central,Flat Tyre,MECH_207_5,8.23,Tyre & Suspension,1,3.6,1,36,0
208,Nakawa,Engine Stalled,MECH_208_1,8.66,Engine Specialist,1,3.8,1,202,1
208,Nakawa,Engine Stalled,MECH_208_2,8.81,Electrical Specialist,0,4.8,0,179,0
208,Nakawa,Engine Stalled,MECH_208_3,10.3,Engine Specialist,1,4.7,1,50,0
208,Nakawa,Engine Stalled,MECH_208_4,3.74,Engine Specialist,1,4.0,0,168,0
208,Nakawa,Engine Stalled,MECH_208_5,2.75,Electrical Specialist,0,5.0,1,29,0
209,Rubaga,Flat Tyre,MECH_209_1,1.96,Electrical Specialist,0,4.0,1,231,1
209,Rubaga,Flat Tyre,MECH_209_2,1.1,Engine Specialist,0,3.0,1,195,0
209,Rubaga,Flat Tyre,MECH_209_3,10.45,Brakes Specialist,0,4.5,1,151,0
209,Rubaga,Flat Tyre,MECH_209_4,9.2,Tyre & Suspension,1,3.2,1,134,0
209,Rubaga,Flat Tyre,MECH_209_5,7.84,Brakes Specialist,0,3.2,1,63,0
210,Makindye,Electrical Fault,MECH_210_1,1.86,Electrical Specialist,1,3.2,1,146,1
210,Makindye,Electrical Fault,MECH_210_2,7.69,Electrical Specialist,1,4.2,1,208,0
210,Makindye,Electrical Fault,MECH_210_3,8.32,Tyre & Suspension,0,4.5,0,19,0
210,Makindye,Electrical Fault,MECH_210_4,10.11,Tyre & Suspension,0,3.6,1,54,0
210,Makindye,Electrical Fault,MECH_210_5,10.72,Engine Specialist,0,3.9,1,125,0
211,Kampala Central,Brakes Failing,MECH_211_1,2.33,Electrical Specialist,0,3.0,1,144,0
211,Kampala Central,Brakes Failing,MECH_211_2,2.77,Brakes Specialist,1,4.2,1,85,1
211,Kampala Central,Brakes Failing,MECH_211_3,3.27,Engine Specialist,0,3.7,0,92,0
211,Kampala Central,Brakes Failing,MECH_211_4,2.17,Brakes Specialist,1,4.3,1,38,0
211,Kampala Central,Brakes Failing,MECH_211_5,0.53,Brakes Specialist,1,3.3,1,22,0
212,Nakawa,Brakes Failing,MECH_212_1,7.98,Engine Specialist,0,4.9,1,32,0
212,Nakawa,Brakes Failing,MECH_212_2,4.13,Transmission Specialist,0,4.4,0,122,0
212,Nakawa,Brakes Failing,MECH_212_3,5.11,Brakes Specialist,1,4.5,1,53,1
212,Nakawa,Brakes Failing,MECH_212_4,0.68,Transmission Specialist,0,3.7,1,172,0
212,Nakawa,Brakes Failing,MECH_212_5,4.72,Engine Specialist,0,4.3,1,246,0
213,Kampala Central,Transmission Issue,MECH_213_1,0.55,Transmission Specialist,1,3.8,1,152,1
213,Kampala Central,Transmission Issue,MECH_213_2,4.57,Brakes Specialist,0,3.8,1,155,0
213,Kampala Central,Transmission Issue,MECH_213_3,9.02,Transmission Specialist,1,4.2,1,52,0
213,Kampala Central,Transmission Issue,MECH_213_4,0.62,Engine Specialist,0,4.1,1,43,0
213,Kampala Central,Transmission Issue,MECH_213_5,7.63,Transmission Specialist,1,4.7,1,165,0
214,Makindye,Brakes Failing,MECH_214_1,2.69,Brakes Specialist,1,4.8,1,208,1
214,Makindye,Brakes Failing,MECH_214_2,7.84,Brakes Specialist,1,4.9,1,6,0
214,Makindye,Brakes Failing,MECH_214_3,10.11,Electrical Specialist,0,4.6,1,192,0
214,Makindye,Brakes Failing,MECH_214_4,9.74,Brakes Specialist,1,3.1,1,248,0
214,Makindye,Brakes Failing,MECH_214_5,7.04,Electrical Specialist,0,3.9,0,61,0
215,Kampala Central,Brakes Failing,MECH_215_1,11.59,Transmission Specialist,0,5.0,1,246,0
215,Kampala Central,Brakes Failing,MECH_215_2,8.83,Brakes Specialist,1,4.6,0,12,0
215,Kampala Central,Brakes Failing,MECH_215_3,7.76,Tyre & Suspension,0,4.1,1,169,0
215,Kampala Central,Brakes Failing,MECH_215_4,4.72,Brakes Specialist,1,4.6,1,21,1
215,Kampala Central,Brakes Failing,MECH_215_5,4.14,Brakes Specialist,1,3.4,1,209,0
216,Kawempe,Electrical Fault,MECH_216_1,0.84,Electrical Specialist,1,4.0,0,69,0
216,Kawempe,Electrical Fault,MECH_216_2,5.4,Brakes Specialist,0,4.3,1,237,0
216,Kawempe,Electrical Fault,MECH_216_3,0.93,Electrical Specialist,1,4.1,1,43,1
216,Kawempe,Electrical Fault,MECH_216_4,1.59,Engine Specialist,0,3.8,1,122,0
216,Kawempe,Electrical Fault,MECH_216_5,7.92,Electrical Specialist,1,4.6,1,200,0
217,Kawempe,Brakes Failing,MECH_217_1,8.53,Tyre & Suspension,0,5.0,1,107,1
217,Kawempe,Brakes Failing,MECH_217_2,11.09,Electrical Specialist,0,4.1,1,237,0
217,Kawempe,Brakes Failing,MECH_217_3,4.08,Tyre & Suspension,0,4.7,1,176,0
217,Kawempe,Brakes Failing,MECH_217_4,7.19,Brakes Specialist,1,3.3,0,211,0
217,Kawempe,Brakes Failing,MECH_217_5,11.03,Brakes Specialist,1,3.4,1,228,0
218,Makindye,Engine Stalled,MECH_218_1,0.95,Transmission Specialist,0,4.7,0,244,0
218,Makindye,Engine Stalled,MECH_218_2,1.72,Engine Specialist,1,4.4,1,119,1
218,Makindye,Engine Stalled,MECH_218_3,6.91,Transmission Specialist,0,3.6,1,246,0
218,Makindye,Engine Stalled,MECH_218_4,7.96,Transmission Specialist,0,4.3,1,85,0
218,Makindye,Engine Stalled,MECH_218_5,4.29,Tyre & Suspension,0,4.7,1,117,0
219,Kawempe,Flat Tyre,MECH_219_1,10.54,Engine Specialist,0,4.8,1,140,0
219,Kawempe,Flat Tyre,MECH_219_2,1.05,Tyre & Suspension,1,4.7,0,149,0
219,Kawempe,Flat Tyre,MECH_219_3,4.08,Electrical Specialist,0,4.5,1,107,0
219,Kawempe,Flat Tyre,MECH_219_4,6.31,Electrical Specialist,0,3.9,1,167,0
219,Kawempe,Flat Tyre,MECH_219_5,8.9,Tyre & Suspension,1,4.6,1,130,1
220,Makindye,Flat Tyre,MECH_220_1,10.64,Tyre & Suspension,1,4.5,1,152,0
220,Makindye,Flat Tyre,MECH_220_2,0.74,Transmission Specialist,0,3.1,0,43,0
220,Makindye,Flat Tyre,MECH_220_3,11.99,Brakes Specialist,0,3.9,1,127,0
220,Makindye,Flat Tyre,MECH_220_4,10.17,Electrical Specialist,0,3.9,1,66,0
220,Makindye,Flat Tyre,MECH_220_5,8.79,Tyre & Suspension,1,4.4,1,117,1
221,Rubaga,Engine Stalled,MECH_221_1,11.4,Tyre & Suspension,0,4.4,1,49,0
221,Rubaga,Engine Stalled,MECH_221_2,9.97,Brakes Specialist,0,4.9,1,194,1
221,Rubaga,Engine Stalled,MECH_221_3,9.17,Brakes Specialist,0,4.1,0,208,0
221,Rubaga,Engine Stalled,MECH_221_4,7.31,Tyre & Suspension,0,4.2,1,87,0
221,Rubaga,Engine Stalled,MECH_221_5,6.16,Transmission Specialist,0,3.3,1,117,0
222,Nakawa,Engine Stalled,MECH_222_1,4.97,Tyre & Suspension,0,4.8,0,59,0
222,Nakawa,Engine Stalled,MECH_222_2,3.05,Transmission Specialist,0,3.4,1,229,0
222,Nakawa,Engine Stalled,MECH_222_3,6.94,Engine Specialist,1,3.7,0,233,0
222,Nakawa,Engine Stalled,MECH_222_4,9.5,Transmission Specialist,0,4.6,1,163,1
222,Nakawa,Engine Stalled,MECH_222_5,7.75,Transmission Specialist,0,3.4,1,61,0
223,Nakawa,Electrical Fault,MECH_223_1,2.65,Engine Specialist,0,5.0,1,176,0
223,Nakawa,Electrical Fault,MECH_223_2,1.42,Brakes Specialist,0,4.7,1,45,1
223,Nakawa,Electrical Fault,MECH_223_3,8.2,Electrical Specialist,1,3.9,1,23,0
223,Nakawa,Electrical Fault,MECH_223_4,11.66,Transmission Specialist,0,3.7,1,34,0
223,Nakawa,Electrical Fault,MECH_223_5,6.28,Engine Specialist,0,3.9,1,229,0
224,Kawempe,Transmission Issue,MECH_224_1,3.89,Tyre & Suspension,0,3.1,1,35,0
224,Kawempe,Transmission Issue,MECH_224_2,7.13,Tyre & Suspension,0,3.7,0,248,0
224,Kawempe,Transmission Issue,MECH_224_3,8.04,Brakes Specialist,0,4.5,0,171,0
224,Kawempe,Transmission Issue,MECH_224_4,1.4,Electrical Specialist,0,3.2,1,148,0
224,Kawempe,Transmission Issue,MECH_224_5,1.19,Brakes Specialist,0,4.9,1,135,1
225,Kampala Central,Brakes Failing,MECH_225_1,8.77,Tyre & Suspension,0,3.5,1,125,0
225,Kampala Central,Brakes Failing,MECH_225_2,3.97,Brakes Specialist,1,4.7,1,98,1
225,Kampala Central,Brakes Failing,MECH_225_3,5.63,Brakes Specialist,1,4.9,1,196,0
225,Kampala Central,Brakes Failing,MECH_225_4,6.52,Engine Specialist,0,3.3,1,202,0
225,Kampala Central,Brakes Failing,MECH_225_5,1.5,Brakes Specialist,1,3.1,0,69,0
226,Kampala Central,Engine Stalled,MECH_226_1,4.77,Tyre & Suspension,0,4.5,1,180,1
226,Kampala Central,Engine Stalled,MECH_226_2,8.0,Transmission Specialist,0,4.5,1,50,0
226,Kampala Central,Engine Stalled,MECH_226_3,6.89,Brakes Specialist,0,3.8,1,56,0
226,Kampala Central,Engine Stalled,MECH_226_4,11.19,Electrical Specialist,0,3.1,1,205,0
226,Kampala Central,Engine Stalled,MECH_226_5,5.67,Transmission Specialist,0,4.6,1,163,0
227,Makindye,Electrical Fault,MECH_227_1,10.83,Electrical Specialist,1,4.4,1,54,0
227,Makindye,Electrical Fault,MECH_227_2,5.2,Brakes Specialist,0,4.2,1,47,0
227,Makindye,Electrical Fault,MECH_227_3,4.19,Engine Specialist,0,3.6,1,38,0
227,Makindye,Electrical Fault,MECH_227_4,9.65,Brakes Specialist,0,3.1,1,144,0
227,Makindye,Electrical Fault,MECH_227_5,2.25,Engine Specialist,0,3.7,1,18,1
228,Kawempe,Flat Tyre,MECH_228_1,1.0,Tyre & Suspension,1,4.8,1,79,1
228,Kawempe,Flat Tyre,MECH_228_2,4.06,Brakes Specialist,0,3.0,1,43,0
228,Kawempe,Flat Tyre,MECH_228_3,9.69,Transmission Specialist,0,3.8,1,46,0
228,Kawempe,Flat Tyre,MECH_228_4,6.96,Transmission Specialist,0,4.3,1,60,0
228,Kawempe,Flat Tyre,MECH_228_5,0.79,Engine Specialist,0,3.5,1,26,0
229,Kampala Central,Engine Stalled,MECH_229_1,11.19,Tyre & Suspension,0,4.3,1,172,0
229,Kampala Central,Engine Stalled,MECH_229_2,3.01,Engine Specialist,1,3.0,0,138,0
229,Kampala Central,Engine Stalled,MECH_229_3,5.53,Engine Specialist,1,3.6,1,133,0
229,Kampala Central,Engine Stalled,MECH_229_4,10.72,Transmission Specialist,0,3.1,0,196,0
229,Kampala Central,Engine Stalled,MECH_229_5,4.38,Engine Specialist,1,4.9,1,34,1
230,Kawempe,Transmission Issue,MECH_230_1,8.65,Tyre & Suspension,0,4.8,1,92,0
230,Kawempe,Transmission Issue,MECH_230_2,2.47,Engine Specialist,0,4.1,1,235,0
230,Kawempe,Transmission Issue,MECH_230_3,6.92,Brakes Specialist,0,3.2,1,155,0
230,Kawempe,Transmission Issue,MECH_230_4,2.52,Tyre & Suspension,0,4.8,1,13,0
230,Kawempe,Transmission Issue,MECH_230_5,2.39,Tyre & Suspension,0,4.6,1,97,1
231,Rubaga,Transmission Issue,MECH_231_1,7.52,Tyre & Suspension,0,3.6,1,89,0
231,Rubaga,Transmission Issue,MECH_231_2,5.44,Tyre & Suspension,0,4.5,1,33,1
231,Rubaga,Transmission Issue,MECH_231_3,7.26,Engine Specialist,0,3.9,1,25,0
231,Rubaga,Transmission Issue,MECH_231_4,10.56,Electrical Specialist,0,4.6,1,180,0
231,Rubaga,Transmission Issue,MECH_231_5,5.22,Brakes Specialist,0,3.2,1,81,0
232,Kawempe,Brakes Failing,MECH_232_1,2.2,Engine Specialist,0,4.2,1,32,0
232,Kawempe,Brakes Failing,MECH_232_2,5.84,Brakes Specialist,1,4.6,1,243,1
232,Kawempe,Brakes Failing,MECH_232_3,2.57,Engine Specialist,0,3.1,1,207,0
232,Kawempe,Brakes Failing,MECH_232_4,5.99,Engine Specialist,0,3.5,1,58,0
232,Kawempe,Brakes Failing,MECH_232_5,9.7,Electrical Specialist,0,4.5,1,26,0
233,Nakawa,Flat Tyre,MECH_233_1,6.45,Engine Specialist,0,4.9,1,76,0
233,Nakawa,Flat Tyre,MECH_233_2,11.06,Electrical Specialist,0,3.3,0,243,0
233,Nakawa,Flat Tyre,MECH_233_3,8.21,Tyre & Suspension,1,4.2,1,86,0
233,Nakawa,Flat Tyre,MECH_233_4,1.89,Engine Specialist,0,4.8,1,119,1
233,Nakawa,Flat Tyre,MECH_233_5,5.11,Electrical Specialist,0,3.9,1,107,0
234,Kawempe,Brakes Failing,MECH_234_1,0.72,Brakes Specialist,1,4.3,1,162,1
234,Kawempe,Brakes Failing,MECH_234_2,3.1,Electrical Specialist,0,4.6,1,174,0
234,Kawempe,Brakes Failing,MECH_234_3,3.99,Brakes Specialist,1,3.4,1,148,0
234,Kawempe,Brakes Failing,MECH_234_4,8.93,Brakes Specialist,1,3.7,1,63,0
234,Kawempe,Brakes Failing,MECH_234_5,2.72,Tyre & Suspension,0,4.5,0,160,0
235,Kampala Central,Engine Stalled,MECH_235_1,1.36,Tyre & Suspension,0,4.7,1,179,0
235,Kampala Central,Engine Stalled,MECH_235_2,2.22,Tyre & Suspension,0,3.9,1,199,0
235,Kampala Central,Engine Stalled,MECH_235_3,10.1,Transmission Specialist,0,4.0,1,35,0
235,Kampala Central,Engine Stalled,MECH_235_4,2.8,Engine Specialist,1,4.3,1,199,0
235,Kampala Central,Engine Stalled,MECH_235_5,4.6,Engine Specialist,1,4.6,1,13,1
236,Makindye,Transmission Issue,MECH_236_1,2.98,Tyre & Suspension,0,3.3,1,140,0
236,Makindye,Transmission Issue,MECH_236_2,6.61,Engine Specialist,0,4.6,0,52,0
236,Makindye,Transmission Issue,MECH_236_3,2.92,Transmission Specialist,1,4.2,1,209,0
236,Makindye,Transmission Issue,MECH_236_4,8.8,Electrical Specialist,0,4.3,1,43,0
236,Makindye,Transmission Issue,MECH_236_5,1.98,Electrical Specialist,0,4.0,1,190,1
237,Kawempe,Flat Tyre,MECH_237_1,7.32,Tyre & Suspension,1,3.0,1,147,0
237,Kawempe,Flat Tyre,MECH_237_2,9.28,Engine Specialist,0,3.5,0,51,0
237,Kawempe,Flat Tyre,MECH_237_3,9.16,Tyre & Suspension,1,3.9,1,7,0
237,Kawempe,Flat Tyre,MECH_237_4,5.26,Tyre & Suspension,1,3.8,1,53,1
237,Kawempe,Flat Tyre,MECH_237_5,5.1,Electrical Specialist,0,4.3,0,96,0
238,Kampala Central,Electrical Fault,MECH_238_1,8.1,Transmission Specialist,0,3.4,1,50,0
238,Kampala Central,Electrical Fault,MECH_238_2,3.86,Tyre & Suspension,0,3.8,1,56,0
238,Kampala Central,Electrical Fault,MECH_238_3,0.95,Tyre & Suspension,0,4.1,1,76,1
238,Kampala Central,Electrical Fault,MECH_238_4,10.59,Engine Specialist,0,4.6,1,180,0
238,Kampala Central,Electrical Fault,MECH_238_5,9.73,Brakes Specialist,0,4.4,1,58,0
239,Makindye,Flat Tyre,MECH_239_1,4.47,Brakes Specialist,0,3.1,1,31,1
239,Makindye,Flat Tyre,MECH_239_2,4.74,Brakes Specialist,0,3.8,1,19,0
239,Makindye,Flat Tyre,MECH_239_3,9.77,Tyre & Suspension,1,3.4,0,27,0
239,Makindye,Flat Tyre,MECH_239_4,0.92,Electrical Specialist,0,3.1,1,68,0
239,Makindye,Flat Tyre,MECH_239_5,6.83,Transmission Specialist,0,4.9,1,141,0
240,Rubaga,Transmission Issue,MECH_240_1,4.91,Tyre & Suspension,0,4.3,1,14,0
240,Rubaga,Transmission Issue,MECH_240_2,7.82,Transmission Specialist,1,4.7,1,194,1
240,Rubaga,Transmission Issue,MECH_240_3,8.13,Transmission Specialist,1,3.8,0,68,0
240,Rubaga,Transmission Issue,MECH_240_4,11.23,Engine Specialist,0,4.4,0,100,0
240,Rubaga,Transmission Issue,MECH_240_5,2.86,Transmission Specialist,1,4.8,1,137,0
241,Makindye,Engine Stalled,MECH_241_1,6.14,Engine Specialist,1,4.6,1,18,0
241,Makindye,Engine Stalled,MECH_241_2,0.67,Engine Specialist,1,3.9,0,225,0
241,Makindye,Engine Stalled,MECH_241_3,7.41,Engine Specialist,1,4.0,1,31,0
241,Makindye,Engine Stalled,MECH_241_4,6.5,Engine Specialist,1,3.0,0,146,0
241,Makindye,Engine Stalled,MECH_241_5,6.29,Engine Specialist,1,4.1,1,228,1
242,Rubaga,Electrical Fault,MECH_242_1,6.07,Electrical Specialist,1,3.0,1,92,1
242,Rubaga,Electrical Fault,MECH_242_2,3.75,Engine Specialist,0,5.0,1,77,0
242,Rubaga,Electrical Fault,MECH_242_3,4.6,Transmission Specialist,0,4.7,1,214,0
242,Rubaga,Electrical Fault,MECH_242_4,3.67,Electrical Specialist,1,3.6,1,210,0
242,Rubaga,Electrical Fault,MECH_242_5,1.27,Engine Specialist,0,3.5,1,244,0
243,Rubaga,Electrical Fault,MECH_243_1,11.06,Brakes Specialist,0,3.4,1,56,0
243,Rubaga,Electrical Fault,MECH_243_2,0.62,Electrical Specialist,1,3.2,0,113,0
243,Rubaga,Electrical Fault,MECH_243_3,6.64,Electrical Specialist,1,3.8,1,226,0
243,Rubaga,Electrical Fault,MECH_243_4,1.3,Transmission Specialist,0,3.3,1,214,1
243,Rubaga,Electrical Fault,MECH_243_5,2.37,Transmission Specialist,0,4.5,1,61,0
244,Kampala Central,Electrical Fault,MECH_244_1,9.4,Electrical Specialist,1,3.9,1,99,1
244,Kampala Central,Electrical Fault,MECH_244_2,9.17,Tyre & Suspension,0,3.9,1,101,0
244,Kampala Central,Electrical Fault,MECH_244_3,8.04,Tyre & Suspension,0,3.6,1,230,0
244,Kampala Central,Electrical Fault,MECH_244_4,5.81,Brakes Specialist,0,4.2,0,102,0
244,Kampala Central,Electrical Fault,MECH_244_5,10.44,Transmission Specialist,0,3.9,0,228,0
245,Makindye,Transmission Issue,MECH_245_1,3.67,Electrical Specialist,0,4.6,1,55,0
245,Makindye,Transmission Issue,MECH_245_2,9.12,Engine Specialist,0,4.0,1,160,0
245,Makindye,Transmission Issue,MECH_245_3,4.23,Electrical Specialist,0,3.3,1,127,0
245,Makindye,Transmission Issue,MECH_245_4,3.12,Electrical Specialist,0,4.2,1,93,0
245,Makindye,Transmission Issue,MECH_245_5,6.09,Transmission Specialist,1,3.4,1,107,1
246,Rubaga,Engine Stalled,MECH_246_1,3.08,Tyre & Suspension,0,3.5,1,87,1
246,Rubaga,Engine Stalled,MECH_246_2,1.8,Electrical Specialist,0,3.4,1,123,0
246,Rubaga,Engine Stalled,MECH_246_3,9.24,Tyre & Suspension,0,4.9,1,230,0
246,Rubaga,Engine Stalled,MECH_246_4,2.2,Brakes Specialist,0,4.1,0,61,0
246,Rubaga,Engine Stalled,MECH_246_5,0.63,Tyre & Suspension,0,4.9,0,17,0
247,Kawempe,Flat Tyre,MECH_247_1,10.79,Electrical Specialist,0,4.7,1,8,0
247,Kawempe,Flat Tyre,MECH_247_2,4.45,Brakes Specialist,0,3.1,0,107,0
247,Kawempe,Flat Tyre,MECH_247_3,6.75,Tyre & Suspension,1,3.9,1,135,1
247,Kawempe,Flat Tyre,MECH_247_4,11.63,Transmission Specialist,0,3.0,1,104,0
247,Kawempe,Flat Tyre,MECH_247_5,3.77,Engine Specialist,0,4.3,1,195,0
248,Kampala Central,Engine Stalled,MECH_248_1,10.08,Electrical Specialist,0,4.3,1,191,0
248,Kampala Central,Engine Stalled,MECH_248_2,1.08,Engine Specialist,1,4.4,1,145,1
248,Kampala Central,Engine Stalled,MECH_248_3,5.2,Engine Specialist,1,4.5,1,41,0
248,Kampala Central,Engine Stalled,MECH_248_4,4.94,Tyre & Suspension,0,3.7,0,73,0
248,Kampala Central,Engine Stalled,MECH_248_5,1.92,Engine Specialist,1,3.1,1,206,0
249,Kampala Central,Engine Stalled,MECH_249_1,7.47,Brakes Specialist,0,3.1,1,63,0
249,Kampala Central,Engine Stalled,MECH_249_2,6.57,Transmission Specialist,0,4.7,1,52,0
249,Kampala Central,Engine Stalled,MECH_249_3,1.72,Tyre & Suspension,0,3.3,1,238,1
249,Kampala Central,Engine Stalled,MECH_249_4,8.01,Engine Specialist,1,4.9,0,77,0
249,Kampala Central,Engine Stalled,MECH_249_5,5.45,Engine Specialist,1,4.8,0,80,0
250,Nakawa,Brakes Failing,MECH_250_1,8.71,Brakes Specialist,1,3.8,1,41,0
250,Nakawa,Brakes Failing,MECH_250_2,4.67,Engine Specialist,0,5.0,1,122,0
250,Nakawa,Brakes Failing,MECH_250_3,1.88,Brakes Specialist,1,4.7,1,208,1
250,Nakawa,Brakes Failing,MECH_250_4,1.28,Tyre & Suspension,0,3.4,1,190,0
250,Nakawa,Brakes Failing,MECH_250_5,1.63,Brakes Specialist,1,4.1,0,241,0
251,Kawempe,Electrical Fault,MECH_251_1,3.19,Engine Specialist,0,3.5,1,221,0
251,Kawempe,Electrical Fault,MECH_251_2,8.48,Transmission Specialist,0,4.0,0,162,0
251,Kawempe,Electrical Fault,MECH_251_3,7.63,Electrical Specialist,1,4.6,1,31,1
251,Kawempe,Electrical Fault,MECH_251_4,0.99,Transmission Specialist,0,4.1,0,158,0
251,Kawempe,Electrical Fault,MECH_251_5,8.31,Tyre & Suspension,0,4.4,1,123,0
252,Rubaga,Brakes Failing,MECH_252_1,10.27,Brakes Specialist,1,3.7,1,193,0
252,Rubaga,Brakes Failing,MECH_252_2,6.42,Engine Specialist,0,4.4,1,110,0
252,Rubaga,Brakes Failing,MECH_252_3,1.89,Engine Specialist,0,4.1,1,248,0
252,Rubaga,Brakes Failing,MECH_252_4,8.36,Brakes Specialist,1,4.0,1,90,1
252,Rubaga,Brakes Failing,MECH_252_5,4.24,Engine Specialist,0,5.0,1,165,0
253,Kawempe,Transmission Issue,MECH_253_1,9.0,Transmission Specialist,1,3.3,1,222,1
253,Kawempe,Transmission Issue,MECH_253_2,5.15,Brakes Specialist,0,3.4,1,168,0
253,Kawempe,Transmission Issue,MECH_253_3,4.33,Engine Specialist,0,3.2,1,200,0
253,Kawempe,Transmission Issue,MECH_253_4,6.08,Transmission Specialist,1,3.6,0,117,0
253,Kawempe,Transmission Issue,MECH_253_5,8.71,Tyre & Suspension,0,4.4,1,32,0
254,Makindye,Electrical Fault,MECH_254_1,4.73,Engine Specialist,0,3.6,1,179,0
254,Makindye,Electrical Fault,MECH_254_2,2.61,Brakes Specialist,0,4.6,1,5,0
254,Makindye,Electrical Fault,MECH_254_3,2.92,Tyre & Suspension,0,3.6,1,193,0
254,Makindye,Electrical Fault,MECH_254_4,9.17,Electrical Specialist,1,4.5,1,219,0
254,Makindye,Electrical Fault,MECH_254_5,3.44,Electrical Specialist,1,3.2,1,217,1
255,Makindye,Engine Stalled,MECH_255_1,1.58,Engine Specialist,1,5.0,1,248,1
255,Makindye,Engine Stalled,MECH_255_2,3.46,Tyre & Suspension,0,3.7,0,189,0
255,Makindye,Engine Stalled,MECH_255_3,10.87,Brakes Specialist,0,4.7,1,144,0
255,Makindye,Engine Stalled,MECH_255_4,9.91,Engine Specialist,1,4.7,1,221,0
255,Makindye,Engine Stalled,MECH_255_5,8.54,Electrical Specialist,0,3.3,1,45,0
256,Nakawa,Engine Stalled,MECH_256_1,5.55,Tyre & Suspension,0,3.8,1,229,0
256,Nakawa,Engine Stalled,MECH_256_2,9.85,Electrical Specialist,0,4.8,0,75,0
256,Nakawa,Engine Stalled,MECH_256_3,5.07,Engine Specialist,1,4.1,1,150,0
256,Nakawa,Engine Stalled,MECH_256_4,10.47,Electrical Specialist,0,3.8,1,136,0
256,Nakawa,Engine Stalled,MECH_256_5,1.94,Engine Specialist,1,4.1,1,30,1
257,Kampala Central,Engine Stalled,MECH_257_1,2.64,Engine Specialist,1,4.0,1,131,1
257,Kampala Central,Engine Stalled,MECH_257_2,6.12,Engine Specialist,1,4.1,1,69,0
257,Kampala Central,Engine Stalled,MECH_257_3,6.32,Brakes Specialist,0,4.5,1,82,0
257,Kampala Central,Engine Stalled,MECH_257_4,8.82,Engine Specialist,1,4.7,1,134,0
257,Kampala Central,Engine Stalled,MECH_257_5,10.17,Transmission Specialist,0,4.6,1,216,0
258,Kawempe,Engine Stalled,MECH_258_1,3.86,Electrical Specialist,0,4.5,1,24,0
258,Kawempe,Engine Stalled,MECH_258_2,10.04,Transmission Specialist,0,4.9,1,158,0
258,Kawempe,Engine Stalled,MECH_258_3,10.34,Tyre & Suspension,0,3.5,1,125,1
258,Kawempe,Engine Stalled,MECH_258_4,9.82,Transmission Specialist,0,4.3,1,228,0
258,Kawempe,Engine Stalled,MECH_258_5,3.87,Engine Specialist,1,3.7,0,76,0
259,Rubaga,Flat Tyre,MECH_259_1,4.72,Tyre & Suspension,1,3.3,1,14,1
259,Rubaga,Flat Tyre,MECH_259_2,11.22,Tyre & Suspension,1,4.3,1,101,0
259,Rubaga,Flat Tyre,MECH_259_3,5.03,Engine Specialist,0,3.2,1,21,0
259,Rubaga,Flat Tyre,MECH_259_4,9.98,Brakes Specialist,0,3.9,1,45,0
259,Rubaga,Flat Tyre,MECH_259_5,8.84,Electrical Specialist,0,3.2,1,87,0
260,Nakawa,Electrical Fault,MECH_260_1,4.0,Tyre & Suspension,0,4.6,1,99,0
260,Nakawa,Electrical Fault,MECH_260_2,4.18,Electrical Specialist,1,3.4,1,84,0
260,Nakawa,Electrical Fault,MECH_260_3,3.9,Electrical Specialist,1,4.7,1,154,1
260,Nakawa,Electrical Fault,MECH_260_4,5.66,Brakes Specialist,0,4.5,1,68,0
260,Nakawa,Electrical Fault,MECH_260_5,1.56,Electrical Specialist,1,3.7,1,218,0
261,Rubaga,Engine Stalled,MECH_261_1,5.56,Electrical Specialist,0,4.5,0,104,0
261,Rubaga,Engine Stalled,MECH_261_2,6.56,Electrical Specialist,0,4.7,0,71,0
261,Rubaga,Engine Stalled,MECH_261_3,4.26,Brakes Specialist,0,3.1,1,58,0
261,Rubaga,Engine Stalled,MECH_261_4,9.19,Brakes Specialist,0,3.2,1,53,0
261,Rubaga,Engine Stalled,MECH_261_5,7.31,Engine Specialist,1,3.3,1,90,1
262,Rubaga,Transmission Issue,MECH_262_1,1.77,Transmission Specialist,1,3.3,1,11,1
262,Rubaga,Transmission Issue,MECH_262_2,10.18,Tyre & Suspension,0,3.6,1,10,0
262,Rubaga,Transmission Issue,MECH_262_3,10.52,Brakes Specialist,0,4.5,1,241,0
